City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
288,nabire,-3.3667,135.4833,25.71,92,100,1.62,ID,1712917129
289,kudahuvadhoo,2.6708,72.8944,29.53,69,61,0.97,MV,1712917129
290,isangel,-19.55,169.2667,25.24,91,96,5.29,VU,1712917129
291,al burayqah,30.4062,19.5739,22.63,42,6,3.45,LY,1712917129
292,mar del plata,-38.0023,-57.5575,13.94,74,75,2.68,AR,1712916417
293,linhares,-19.3911,-40.0722,23.61,90,4,2.46,BR,1712916830
294,howard springs,-12.497,131.047,28.95,90,100,1.77,AU,1712917130
295,valdivia,-39.8142,-73.2459,5.13,95,0,1.17,CL,1712916955
296,saipan,15.1355,145.701,27.39,83,20,5.66,MP,1712917131
297,tobati,-25.25,-57.0667,23.9,98,29,1.29,PY,1712917131
298,flying fish cove,-10.4217,105.6791,28.82,78,40,4.63,CX,1712916922
299,gebeit,21.0667,36.3167,30.37,14,3,3.44,SD,1712917132
300,tayshet,55.9342,98.0044,-0.4,74,100,3.73,RU,1712917132
301,bandon,51.7469,-8.7425,10.77,88,100,6.86,IE,1712917132
302,morehead city,34.7229,-76.726,19.0,81,100,10.29,US,1712916941
303,coahuayana de hidalgo,18.7,-103.6583,21.56,76,2,1.48,MX,1712917133
304,sierra grande,-41.606,-65.3557,9.44,84,99,3.1,AR,1712917133
305,tateyama,34.9833,139.8667,15.61,86,100,5.39,JP,1712917133
306,sungai raya,0.7,108.9,27.38,85,93,2.12,ID,1712917134
307,sanibel,26.449,-82.0223,21.13,78,11,1.34,US,1712917112
308,weno,7.4515,151.8468,27.97,94,100,3.6,FM,1712917134
309,broken hill,-31.95,141.4333,17.14,40,100,3.15,AU,1712917134
310,san rafael del yuma,18.4299,-68.6739,25.76,88,18,4.5,DO,1712917135
311,naze,28.3667,129.4833,19.51,90,100,5.87,JP,1712917135
312,quepos,9.4236,-84.1652,26.77,73,77,1.67,CR,1712917135
313,banposh,22.25,84.8,37.18,15,92,1.07,IN,1712917135
314,bathsheba,13.2167,-59.5167,27.34,78,40,8.23,BB,1712917135
315,lobujya,27.95,86.8167,-5.44,90,87,2.87,NP,1712917136
316,were ilu,10.6,39.4333,24.06,25,83,1.1,ET,1712917136
317,soure,-0.7167,-48.5233,25.64,89,95,1.28,BR,1712916998
318,muntok,-2.0667,105.1833,29.47,71,72,4.21,ID,1712917136
319,bhimunipatnam,17.8833,83.4333,32.73,51,78,6.01,IN,1712916974
320,mount isa,-20.7333,139.5,18.87,48,0,2.57,AU,1712917137
321,nellikkuppam,11.7667,79.6833,31.48,57,72,5.73,IN,1712917137
322,toliara,-23.35,43.6667,26.51,48,66,7.25,MG,1712917137
323,velikiye luki,56.34,30.5452,14.43,65,99,7.0,RU,1712917137
324,chibougamau,49.9168,-74.3659,3.79,100,100,5.14,CA,1712917039
325,baie-comeau,49.2168,-68.1489,2.82,100,100,6.69,CA,1712917138
326,magadan,59.5667,150.8,-4.71,94,30,0.82,RU,1712917138
327,mukalla,14.5425,49.1242,29.69,58,51,4.19,YE,1712917138
328,kobilje,46.6847,16.3978,22.67,36,0,2.91,SI,1712917139
329,rawah,34.4816,41.9093,26.55,25,67,4.25,IQ,1712917139
330,kuanda,56.3161,116.0806,2.5,84,93,0.62,RU,1712917139
331,portland,45.5234,-122.6762,9.5,93,100,1.54,US,1712916858
332,lubang,13.8584,120.124,29.2,71,6,3.74,PH,1712917139
333,embarcacion,-23.209,-64.096,16.79,96,100,0.61,AR,1712916913
334,talara,-4.5772,-81.2719,23.83,73,32,5.13,PE,1712917140
335,the bottom,17.6259,-63.2492,23.31,80,64,11.18,BQ,1712917140
336,barranca,-10.75,-77.7667,20.76,86,95,2.83,PE,1712917140
337,plesetsk,62.708,40.2916,2.19,98,100,2.66,RU,1712917141
338,georgetown,5.4112,100.3354,31.96,70,20,5.14,MY,1712917069
339,forster,-32.1667,152.5167,15.77,100,9,2.24,AU,1712917141
340,aswan,24.0934,32.907,30.61,21,0,2.57,EG,1712917141
341,addiet canna,11.2667,37.4833,29.88,15,80,3.71,ET,1712917142
342,kapa'a,22.0752,-159.319,23.99,94,100,7.72,US,1712917108
343,san juan de miraflores,-12.1629,-76.9635,23.43,79,89,2.94,PE,1712917142
344,aleksandrovskoye,44.7142,43.0008,22.35,37,36,5.95,RU,1712917142
345,ibipeba,-11.6408,-42.0111,21.53,90,100,3.16,BR,1712917143
346,novodvinsk,64.4165,40.8122,2.66,90,100,4.71,RU,1712917143
347,ruidoso,33.3317,-105.673,11.83,20,0,0.0,US,1712917120
348,nantucket,41.2835,-70.0995,12.27,99,100,10.8,US,1712917052
349,kristiansund,63.1115,7.732,12.36,50,75,3.09,NO,1712917143
350,dudinka,69.4058,86.1778,-16.32,87,100,8.21,RU,1712917144
351,chokwe,-24.5333,32.9833,25.3,49,41,3.66,MZ,1712917144
352,yigo village,13.5361,144.8886,27.62,82,75,6.17,GU,1712916971
353,loango,-4.6719,11.8312,28.21,74,100,3.14,CG,1712917144
354,dossor,47.5272,52.9811,19.73,30,36,5.2,KZ,1712917145
355,alesund,62.4723,6.1549,10.51,87,75,6.69,NO,1712917145
356,dryden,49.7833,-92.7503,0.93,97,100,3.68,CA,1712917049
357,ustka,54.5805,16.8619,14.8,90,100,6.32,PL,1712917146
358,kariya,34.9833,136.9833,18.41,64,81,3.71,JP,1712917146
359,bandar lampung,-5.4254,105.258,26.48,79,98,1.65,ID,1712917146
360,yuzhno-kurilsk,44.0306,145.8556,4.65,76,100,3.31,RU,1712917147
361,anshun,26.25,105.9333,26.05,47,42,9.7,CN,1712916878
362,orapa,-21.2833,25.3667,25.58,41,90,6.39,BW,1712917147
363,kuala belait,4.5833,114.1833,30.09,79,66,4.11,BN,1712917147
364,tazacorte,28.629,-17.9293,27.54,23,0,5.14,ES,1712917148
365,daloa,6.8774,-6.4502,30.0,56,74,2.18,CI,1712917148
366,rahimah,26.7079,50.0619,33.12,56,100,4.92,SA,1712917148
367,robbah,33.2797,6.9098,12.8,66,100,9.11,DZ,1712917148
368,bakchar,57.0186,82.0711,-1.88,53,77,4.37,RU,1712917149
369,gizo,-8.103,156.8419,28.99,77,74,3.35,SB,1712917149
370,motupe,-6.1519,-79.7142,20.79,73,71,0.66,PE,1712917149
371,ak-suu,42.4995,78.527,14.13,36,100,3.31,KG,1712917150
372,kesinga,20.2,83.2333,32.96,28,79,2.56,IN,1712917150
373,front royal,38.9182,-78.1944,15.88,86,100,3.6,US,1712917071
374,qiqihar,47.3408,123.9672,19.1,29,93,7.4,CN,1712917150
375,mitchell,43.7094,-98.0298,0.99,75,0,2.57,US,1712917127
376,hluti,-27.2167,31.6167,21.06,45,47,1.67,SZ,1712917151
377,robit,12.0167,39.6333,27.87,48,62,3.46,ET,1712917151
378,sambava,-14.2667,50.1667,29.76,73,73,3.2,MG,1712917151
379,tahara,34.6667,137.2667,17.19,50,61,4.31,JP,1712917152
380,brookings,44.3114,-96.7984,3.54,89,0,0.0,US,1712917152
381,hammerfest,70.6634,23.6821,3.25,70,75,1.03,NO,1712917152
382,challans,46.8436,-1.8749,19.51,78,100,2.22,FR,1712917152
383,muleba,-1.8397,31.6544,22.96,75,88,3.04,TZ,1712917153
384,mirador,-6.3708,-44.3631,24.53,94,23,0.49,BR,1712917153
385,fuglafjordur,62.244,-6.814,8.26,89,90,10.94,FO,1712917153
386,vrangel',42.7297,133.0839,7.22,91,70,3.97,RU,1712917153
387,lata,40.1629,-8.3327,25.83,47,6,1.38,PT,1712917153
388,prado,-17.3411,-39.2208,24.3,90,42,2.8,BR,1712917154
389,quellon,-43.1167,-73.6167,8.09,85,0,2.79,CL,1712917038
390,kaa-khem,51.6833,94.7333,5.23,72,100,4.04,RU,1712917154
391,akureyri,65.6835,-18.0878,-0.04,100,100,5.66,IS,1712917154
392,laascaanood,8.4774,47.3597,34.31,29,88,3.44,SO,1712917155
393,altamont,42.2068,-121.7372,6.55,77,20,0.89,US,1712917155
394,dolores,-36.3132,-57.6792,12.66,67,100,3.77,AR,1712917155
395,kolonia town,6.964,158.206,26.0,94,100,2.57,FM,1712917155
396,brisas de zicatela,15.8369,-97.0419,25.92,48,88,1.77,MX,1712917155
397,sychevka,55.8252,34.2736,11.13,75,98,7.13,RU,1712917156
398,vadso,70.0744,29.7487,1.49,86,100,3.09,NO,1712917156
399,puerto baquerizo moreno,-0.9,-89.6,24.75,88,14,4.19,EC,1712917156
400,tucurui,-3.7661,-49.6725,23.62,99,100,1.58,BR,1712917156
401,ceeldheer,3.8488,47.1806,33.28,57,60,6.73,SO,1712917157
402,illizi,26.4833,8.4667,18.89,31,0,6.13,DZ,1712917157
403,namibe,-15.1961,12.1522,25.94,60,42,3.21,AO,1712917157
404,aracati,-4.5617,-37.7697,24.71,94,90,2.01,BR,1712917157
405,kimbe,-5.5502,150.1429,26.18,90,96,1.09,PG,1712917158
406,isla vista,34.4133,-119.861,13.24,86,100,2.57,US,1712917064
407,bikenibeu village,1.3673,173.1241,27.98,89,20,2.06,KI,1712917158
408,punta arenas,-53.15,-70.9167,8.06,87,75,7.2,CL,1712917158
409,usman',52.0466,39.7288,20.02,31,77,5.81,RU,1712917158
410,jaunpils,56.7325,23.0136,12.65,56,42,6.11,LV,1712917159
411,brasileia,-11.0161,-68.7481,24.25,100,75,0.0,BR,1712916904
412,port pirie,-33.1833,138.0167,15.62,71,56,4.67,AU,1712917159
413,chui,-33.6971,-53.4616,17.41,58,99,3.91,UY,1712917159
414,yemetsk,63.4721,41.7941,4.37,82,100,3.81,RU,1712917160
415,es castell,39.8795,4.2854,18.38,59,0,6.17,ES,1712917160
416,kingscliff,-28.2667,153.5667,22.07,83,0,2.57,AU,1712916884
417,kudat,6.8837,116.8477,28.96,79,54,3.6,MY,1712917160
418,elgin,42.0373,-88.2812,9.55,88,100,6.17,US,1712917150
419,al bardiyah,31.7561,25.0865,21.66,44,26,2.76,LY,1712917161
420,cheremukhovo,60.3484,59.9851,7.2,72,98,5.36,RU,1712917161
421,whittlesea,-32.1759,26.8244,16.01,29,5,0.71,ZA,1712917161
422,asau,46.4333,26.4,17.51,67,99,1.63,RO,1712917161
423,ubari,26.5921,12.7805,27.11,13,75,3.64,LY,1712917162
424,mar''ina horka,53.509,28.147,13.12,67,100,6.37,BY,1712917162
425,noumea,-22.2763,166.4572,26.11,99,100,4.57,NC,1712917162
426,pandan,14.0453,124.1694,27.07,81,64,4.27,PH,1712917162
427,karratha,-20.7377,116.8463,28.47,54,0,4.08,AU,1712917163
428,belawan,3.7755,98.6832,32.16,67,100,3.78,ID,1712917163
429,kirakira,-10.4544,161.9205,26.88,82,99,2.86,SB,1712917163
430,ascencion,31.1,-107.9833,17.51,16,100,1.94,MX,1712917163
431,mogocha,53.7333,119.7667,4.44,69,99,2.44,RU,1712917164
432,coyhaique,-45.5752,-72.0662,-2.03,93,0,1.03,CL,1712917164
433,massawa,15.6097,39.45,31.1,50,6,4.76,ER,1712917164
434,luwuk,-0.9516,122.7875,24.7,89,97,0.42,ID,1712917046
435,troitsko-pechorsk,62.7084,56.1964,3.72,99,100,6.26,RU,1712917157
436,san antonio de pale,-1.4014,5.6325,28.28,76,100,2.0,GQ,1712917165
437,carnarvon,-24.8667,113.6333,26.02,58,37,9.61,AU,1712917165
438,nizhnyaya omka,55.4338,74.9426,1.78,88,100,9.44,RU,1712917166
439,pamandzi,-12.7967,45.2794,32.88,66,20,4.12,YT,1712917166
440,acapulco de juarez,16.8634,-99.8901,23.9,88,0,0.0,MX,1712916920
441,zhangye,38.9342,100.4517,23.8,9,54,2.88,CN,1712917166
442,montevideo,-34.8335,-56.1674,14.84,77,0,2.57,UY,1712917138
443,jwaneng,-24.6004,24.7303,24.63,29,2,4.43,BW,1712917167
444,vite,17.2833,74.55,35.19,24,83,2.52,IN,1712917167
445,rongelap,11.1635,166.8941,26.7,74,93,9.28,MH,1712917167
446,kismayo,-0.3582,42.5454,31.9,60,38,4.88,SO,1712917167
447,gorontalo,0.5412,123.0595,26.39,86,97,0.58,ID,1712917168
448,purranque,-40.9167,-73.1667,2.38,100,0,1.06,CL,1712917038
449,svetlyy,54.675,20.1347,13.03,79,98,6.33,RU,1712917168
450,basoko,1.2391,23.616,30.22,62,100,2.78,CD,1712917168
451,galesburg,40.9478,-90.3712,8.77,87,100,5.66,US,1712917169
452,rakovski,42.3,24.9667,25.59,31,16,3.33,BG,1712917169
453,severo-yeniseyskiy,60.3725,93.0408,-8.01,65,100,2.24,RU,1712917169
454,tarboro,35.8968,-77.5358,19.95,68,100,9.26,US,1712917169
455,orcopampa,-15.2661,-72.3417,8.61,84,100,0.81,PE,1712917169
456,vicksburg,32.3526,-90.8779,12.82,100,20,0.0,US,1712916902
457,suwayr,30.1171,40.3893,28.52,22,0,0.6,SA,1712917170
458,caleta de carquin,-11.0925,-77.6267,21.35,85,98,3.83,PE,1712917037
459,kamloops,50.6665,-120.3192,4.76,80,20,1.34,CA,1712917170
460,az zulfi,26.2995,44.8154,28.61,24,64,3.05,SA,1712917171
461,bim son,20.0781,105.8603,27.38,79,17,6.44,VN,1712917171
462,la passe,45.5549,-0.8967,19.67,72,22,2.82,FR,1712917171
463,nova sintra,14.8667,-24.7167,22.33,81,0,7.33,CV,1712917171
464,westport,41.1415,-73.3579,18.01,88,100,10.8,US,1712917015
465,porto empedocle,37.2934,13.5264,22.47,47,48,2.05,IT,1712917172
466,tadine,-21.55,167.8833,23.06,86,100,2.91,NC,1712917172
467,noosa heads,-26.3833,153.15,20.62,68,0,5.2,AU,1712917172
468,arawa,-6.2132,155.5367,26.32,93,100,1.35,PG,1712917173
469,zelenogorsk,56.1147,94.5861,-1.24,50,100,4.77,RU,1712917173
470,wuwei,37.9281,102.6414,22.06,12,37,2.59,CN,1712917173
471,ouarzazat,30.9189,-6.8934,22.16,14,5,1.03,MA,1712917174
472,harstad,68.799,16.5293,5.13,75,76,14.75,NO,1712917174
473,nuuk,64.1835,-51.7216,-3.66,93,40,3.09,GL,1712916937
474,tofol,5.3248,163.0078,27.75,82,100,6.5,FM,1712917174
475,oodweyne,9.4092,45.064,30.92,38,88,3.08,SO,1712917175
476,tuskegee,32.424,-85.6916,10.64,100,0,2.77,US,1712917175
477,lycksele,64.5954,18.6735,6.93,49,5,3.6,SE,1712917175
478,formosa do rio preto,-11.0483,-45.1931,24.13,79,62,1.49,BR,1712917175
479,gunjur,13.2019,-16.7339,27.04,65,0,4.12,GM,1712916978
480,fedorovka,53.6314,62.7078,15.05,64,82,7.82,KZ,1712917176
481,ambon,-3.6954,128.1814,29.37,95,40,1.03,ID,1712917124
482,boden,65.8252,21.6886,7.0,98,18,0.21,SE,1712917176
483,papao,-17.75,-149.55,26.82,85,89,11.84,PF,1712917176
484,nadym,65.5333,72.5167,-1.69,96,100,11.3,RU,1712917177
485,qarazhal,48.0078,70.7903,10.74,30,2,3.01,KZ,1712917177
486,marshall,34.3834,-86.3333,12.17,82,0,3.6,US,1712917101
487,zhumysker,49.3333,49.4,26.83,37,2,7.04,KZ,1712917177
488,puerto san jose,13.9256,-90.8244,27.45,74,90,1.36,GT,1712917178
489,nambour,-26.6333,152.95,20.48,89,0,1.47,AU,1712917178
490,vandalia,39.8906,-84.1988,9.81,86,100,6.69,US,1712916883
491,tambura,5.6,27.4667,33.53,39,96,1.93,SS,1712917178
492,nevel',56.0209,29.9284,13.15,66,95,5.92,RU,1712917178
493,pasuquin,18.3328,120.6177,28.97,89,75,2.06,PH,1712917179
494,kandyagash,49.4744,57.4233,17.03,43,22,7.2,KZ,1712917179
495,undurkhaan,47.3194,110.6556,17.41,21,100,5.11,MN,1712917179
496,ebon,4.582,168.6964,27.23,85,100,7.08,MH,1712917179
497,hays,30.0502,-98.0336,15.03,67,23,2.09,US,1712917166
498,launceston,-41.45,147.1667,15.08,88,10,4.63,AU,1712916899
499,lagawe,16.8,121.1192,27.27,64,41,0.7,PH,1712917180
500,savanna-la-mar,18.219,-78.1332,26.63,88,96,1.33,JM,1712917180
501,morant bay,17.8815,-76.4093,27.79,90,51,4.82,JM,1712917180
502,kantunilkin,21.0917,-87.45,18.09,94,17,0.94,MX,1712917181
503,hadibu,12.65,54.0333,30.97,60,26,1.29,YE,1712917181
504,zuni pueblo,35.0725,-108.8506,-1.65,25,0,2.08,US,1712917181
505,nadi,-17.8,177.4167,27.0,89,40,2.06,FJ,1712917181
506,ishikawa,26.4233,127.8214,22.41,85,75,2.57,JP,1712917181
507,souillac,-20.5167,57.5167,31.3,70,75,5.14,MU,1712917182
508,inirida,3.8653,-67.9239,24.32,93,80,1.42,CO,1712917182
509,boende,-0.2167,20.8667,33.97,48,96,1.81,CD,1712917182
510,okhotsk,59.3833,143.3,-3.45,90,30,1.45,RU,1712917183
511,greenville,35.6127,-77.3663,19.97,70,100,7.72,US,1712917002
512,sungai penuh,-2.0833,101.3833,21.29,98,99,0.34,ID,1712917015
513,quebradillas,18.4738,-66.9385,24.42,92,67,4.47,PR,1712917184
514,artesia,33.8658,-118.0831,14.71,91,100,0.45,US,1712917184
515,al mayadin,35.0209,40.4535,25.5,29,21,1.69,SY,1712917184
516,ambalavao,-21.8333,46.9333,23.09,78,98,0.85,MG,1712917036
517,bush,29.1482,31.1273,27.85,24,10,6.12,EG,1712917185
518,armacao de buzios,-22.7469,-41.8817,24.03,88,76,1.54,BR,1712917185
519,tchintabaraden,15.8969,5.7985,39.44,6,100,5.27,NE,1712917185
520,shamgarh,24.1833,75.6333,35.4,20,45,3.4,IN,1712917185
521,mosjoen,65.836,13.1908,8.06,87,75,4.12,NO,1712917186
522,tanjung pandan,-2.75,107.65,29.0,78,100,3.57,ID,1712917035
523,nuriootpa,-34.4833,139.0,13.23,75,0,2.18,AU,1712917186
524,abuja,9.0574,7.4898,31.98,49,98,2.84,NG,1712916793
525,altai,46.3722,96.2583,8.85,32,84,10.54,MN,1712917186
526,la sarre,48.8002,-79.1996,6.6,95,100,6.29,CA,1712917187
527,grand falls-windsor,48.9332,-55.6649,1.39,77,76,0.89,CA,1712917077
528,kutum,14.2,24.6667,31.27,8,59,5.18,SD,1712917187
529,luderitz,-26.6481,15.1594,26.98,42,3,3.93,NA,1712917187
530,bredy,52.4153,60.3411,16.86,57,15,10.15,RU,1712917187
531,galliano,29.4422,-90.2992,14.44,87,0,0.0,US,1712917188
532,burang,30.25,81.1667,0.71,59,61,1.71,CN,1712917188
533,acarau,-2.8856,-40.12,26.23,88,56,2.52,BR,1712917188
534,murzuq,25.9155,13.9184,32.07,8,39,7.89,LY,1712917188
535,maun,-19.9833,23.4167,28.14,38,100,4.46,BW,1712917189
536,ellsworth,44.5434,-68.4195,10.08,99,100,6.69,US,1712917189
537,singojuruh,-8.3167,114.2333,24.89,96,88,0.49,ID,1712917189
538,horta,38.5333,-28.6333,16.8,92,20,1.79,PT,1712917189
539,zhongxiang,31.1661,112.5831,24.59,63,2,2.78,CN,1712917190
540,yingkou,40.6648,122.2283,12.15,54,44,7.73,CN,1712917190
541,oranjemund,-28.55,16.4333,28.29,29,40,4.51,NA,1712917190
542,zaozersk,69.4005,32.4476,-0.8,86,98,2.73,RU,1712917190
543,shimoda,34.6667,138.95,13.95,87,92,6.89,JP,1712917191
544,puerto deseado,-47.7503,-65.8938,8.65,52,0,4.35,AR,1712917191
545,dangriga,16.9692,-88.2321,23.19,85,51,6.21,BZ,1712917191
546,rovnoye,50.7765,46.0509,17.76,57,18,6.15,RU,1712917192
547,yalutorovsk,56.6536,66.3006,13.31,53,58,8.49,RU,1712917192
548,sokoni,-6.4333,39.55,27.98,81,63,4.97,TZ,1712917192
549,miles city,46.4083,-105.8406,5.54,48,0,6.17,US,1712917192
550,stranraer,54.9023,-5.0273,10.55,97,99,6.45,GB,1712917192
551,kovdor,67.5662,30.4758,-0.16,85,97,3.96,RU,1712917193
552,mejit,10.2753,170.8646,26.71,82,100,8.78,MH,1712917193
553,tutong,4.8,114.65,31.68,78,79,4.18,BN,1712917193
554,oblivskaya,48.5362,42.5014,25.7,34,97,5.43,RU,1712917193
555,port augusta,-32.5,137.7667,16.26,68,100,5.96,AU,1712917193
556,la ronge,55.1001,-105.2842,-0.86,86,75,4.63,CA,1712917194
557,nagqu,31.5,92.0,4.28,20,100,8.94,CN,1712917194
558,kyakhta,50.3508,106.4494,13.28,33,39,2.3,RU,1712917194
559,valley city,46.9233,-98.0032,-0.71,100,0,0.0,US,1712917194
560,yinchuan,38.4681,106.2731,26.64,14,2,1.78,CN,1712917079
561,wajir,1.7471,40.0573,33.16,51,89,4.68,KE,1712917195
562,praia,14.9215,-23.5087,25.3,65,20,6.17,CV,1712917195
563,verkhovazh'ye,60.7472,42.0465,5.64,97,100,3.11,RU,1712917195
564,borkum,53.5809,6.6915,17.19,93,100,9.17,DE,1712916930
565,christchurch,-43.5333,172.6333,10.85,95,75,4.12,NZ,1712917110
566,bridgewater,44.3835,-64.5155,7.84,98,100,5.14,CA,1712917196
567,ginir,7.1333,40.7,25.45,45,99,3.26,ET,1712917196
568,tsiroanomandidy,-18.7667,46.0333,30.34,48,66,0.94,MG,1712917196
569,pingliang,35.5392,106.6861,21.66,43,1,8.45,CN,1712917196
570,hermantown,46.8069,-92.2383,4.52,83,40,6.26,US,1712917197
571,urzhar,47.093,81.6294,4.7,41,45,4.92,KZ,1712917197
572,tongliao,43.6125,122.2653,21.28,42,41,6.96,CN,1712917197
573,walvis bay,-22.9575,14.5053,20.53,68,11,1.54,NA,1712917197
574,khuzdar,27.7384,66.6434,30.41,13,60,8.57,PK,1712917198
575,kununurra,-15.7667,128.7333,28.99,54,100,2.06,AU,1712917198
576,siwa oasis,29.2041,25.5195,25.19,23,0,1.78,EG,1712917198
577,kolokani,13.5728,-8.0339,36.79,22,17,3.28,ML,1712917199
578,tobruk,32.0836,23.9764,20.27,60,0,5.25,LY,1712917199
